id,title,director,year,country,image,synopsis
498,"DADDY, DARLING",Joseph W. Sarno , 1970,Danemark,https://images.mubicdn.net/images/film/79730/cache-117782-1445969442/image-w1280.jpg?size=400x,"At the onset of her sexual awakening, 19-year-old Danish teen Katja walks in on her father and new stepmother during sex. Hurt and hungry for revenge, Katja embarks on a lurid scheme to discredit her stepmom and reclaim her father's attentions."
499,LA RESIDENCE,Narciso Ibanez Serrador , 1969,Espagne,https://images.mubicdn.net/images/film/25547/cache-130939-1676300422/image-w1280.jpg?size=400x,"Lilli Palmer owns and runs a school for wayward girls in France. Her absolute discipline has fostered a social order among the girls with rampant sex, lesbianism and torture the norm. Palmer also has an adolescent son she tries to keep isolated from the young women."
500,THAT TENDER TOUCH,Russel Vincent , 1969,Etats-Unis,https://images.mubicdn.net/images/film/68459/cache-47011-1445914504/image-w1280.jpg?size=400x,"When Terri marries and moves to the suburbs, her lesbian lover, Marsha, doesn't take kindly to Terri's desire for a ""normal"" life. Determined to win her love back, Marsha worms her way into the newlyweds' happy heterosexual home."
501,FAUT-IL TUER SISTER GEORGE?,Robert Aldrich , 1968,Royaume-Uni,https://images.mubicdn.net/images/film/28264/cache-19464-1655566529/image-w1280.jpg?size=400x,"George lives with her lover, Childie and plays a cheerful district nurse in a BBC soap opera. However, her character is to be killed off. Her life begins to fall apart as Childie has an affair with a predatory TV producer."
502,THERESE ET ISABELLE,Radley Metzger , 1968,France,https://images.mubicdn.net/images/film/25852/cache-17447-1546410099/image-w1280.jpg?size=400x,Two young girls experience awakening sexuality in the heated atmosphere of a Swiss girls' boarding school.
503,DAUGHTERS OF LESBOS,Peter Woodcock , 1968,Etats-Unis,https://images.mubicdn.net/images/film/184604/cache-270358-1508631263/image-w1280.jpg?size=400x,Exploitative look at a secret lesbian club.
504,LES BICHES,Claude Chabrol , 1968,Italie,https://images.mubicdn.net/images/film/1420/cache-673041-1641381585/image-w1280.jpg?size=400x,"A Paris, la bourgeoise Frederique rencontre Why, une etudiante qu'elle seduit et emmene passer l'hiver dans sa villa de Saint-Tropez. La-bas, Paul, un architecte, s'eprend de Why ; par jalousie, Frederique ira le seduire lui aussi, mais finira par tomber reellement amoureuse de lui..."
505,WAVELENGTH,Michael Snow , 1967,Etats-Unis,https://images.mubicdn.net/images/film/2085/cache-9234-1613973503/image-w1280.jpg?size=400x,"Michael Snow's cardinal avant-garde short Wavelength is a 45 minute zoom in on a photograph on a wall in a dank domestic space, interspersed with an occasional foray into a crime scene (or is it just a death?) that occurs immaterially inside of the room."
506,PERSONA,Ingmar Bergman , 1966,Suede,https://images.mubicdn.net/images/film/299/cache-51225-1560532142/image-w1280.jpg?size=400x,"Les relations entre une actrice soudain frappee de mutisme et son infirmiere. Un processus d'osmose des personnalites va contribuer a la guerison de la comedienne, mais renforcera peut-etre la solitude de l'infirmiere."
507,CHAINED GIRLS,Joseph P. Mawra , 1965,Etats-Unis,https://images.mubicdn.net/images/film/170977/cache-218526-1562857594/image-w1280.jpg?size=400x,No synopsis available
508,OLGA'S HOUSE OF SHAME,Joseph P. Mawra , 1964,Etats-Unis,https://images.mubicdn.net/images/film/132718/cache-117486-1562857668/image-w1280.jpg?size=400x,No synopsis available
509,LE SILENCE,Ingmar Bergman , 1963,Suede,https://images.mubicdn.net/images/film/570/cache-8225-1581588609/image-w1280.jpg?size=400x,"Ester et Anna sont soeurs. Accompagnees de Johann, le jeune fils d'Anna, elles traversent un pays qui leur est etranger et qui, semble-t-il, est en etat de siege. La maladie d'Ester les oblige a faire une halte dans un hotel."
510,LES ABYSSES,Nikos Papatakis , 1963,France,https://images.mubicdn.net/images/film/107400/cache-157951-1479361383/image-w1280.jpg?size=400x,"A bourgeois family, who is harassed and humiliated, ruins their young maids without pay for several years."
511,LA MAISON DU DIABLE,Robert Wise , 1963,Royaume-Uni,https://images.mubicdn.net/images/film/8539/cache-11390-1701861774/image-w1280.jpg?size=400x,"An anthropologist with an interest in psychic phenomena takes two specially selected women to a reportedly haunted mansion. Joined by the cynical mansion's heir, they are immediately overwhelmed by strange sounds and events, and come to believe the house is alive."
512,LA RUE CHAUDE,Edward Dmytryk , 1962,Etats-Unis,https://images.mubicdn.net/images/film/23159/cache-15258-1650109023/image-w1280.jpg?size=400x,"At the Doll House, a 1930's New Orleans bordello, Hallie is the main attraction both for clients and for Jo, the madame. Her comfortable if tedious life is disrupted by the arrival in town of Dove Linkhorn, her true love of three years before who is now searching for her."
513,LA RUMEUR	,William Wyler , 1961,Etats-Unis,https://images.mubicdn.net/images/film/17127/cache-12682-1706799628/image-w1280.jpg?size=400x,"A private school for young girls is scandalized when one spiteful student, Mary Tilford, accuses the two young women who run the school of having a lesbian relationship."
514,JEUNES FILLES EN UNIFORME,"Leontine Sagan, Carl Froelich ", 1931,Allemagne,https://images.mubicdn.net/images/film/21861/cache-159117-1692106463/image-w1280.jpg?size=400x,No synopsis available
515,LA BLONDE DU FAR-WEST,David Butler , 1953,Etats-Unis,https://images.mubicdn.net/images/film/28152/cache-125899-1451926421/image-w1280.jpg?size=400x,"The story of Calamity Jane, her saloon, and her romance with Wild Bill Hickok."
516,OLIVIA,Jacqueline Audry , 1951,France,https://images.mubicdn.net/images/film/43848/cache-662303-1693308756/image-w1280.jpg?size=400x,"Nouvelle pensionnaire d'une institution francaise, la jeune Anglaise Olivia trouble Mademoiselle Julie, professeur de litterature qui, elle-meme, trouble habituellement toutes ses eleves. Mademoiselle Julie a une soeur, Mademoiselle Clara, qui l'accuse de rendre vicieuses toutes les eleves."
517,CAGED,John Cromwell , 1950,Etats-Unis,https://images.mubicdn.net/images/film/13572/cache-12127-1481136189/image-w1280.jpg?size=400x,"Caged, considered the best woman's prison film ever made, represents a union between realistic socially conscious drama and the more stylized world of film noir."
518,LA FONTAINE D'ARETHUSE,Ingmar Bergman , 1949,Suede,https://images.mubicdn.net/images/film/644/cache-91341-1575052783/image-w1280.jpg?size=400x,"Dans un train, un couple evoque ses histoires amoureuses passees, et la difficulte a vivre ensemble..."
519,CLUB DE FEMMES,Jacques Deval , 1936,France,https://images.mubicdn.net/images/film/101561/cache-67449-1625482947/image-w1280.jpg?size=400x,"In a women only boarding house in Paris, impressionable young women are offered cheap accommodation and sanctuary from corrupting male influences.  Unfortunately, this is not the quite the haven of happiness it should be."
520,LA FIANCEE DE FRANKENSTEIN,James Whale , 1935,Etats-Unis,https://images.mubicdn.net/images/film/864/cache-8418-1577145724/image-w1280.jpg?size=400x,Devant les menaces du Docteur Pretorius le Docteur Frankenstein est oblige de fabriquer une compagne au monstre qu'il a cree et qui seme la terreur dans toute la region. Mais la creature prend peur en voyant le monstre.
521,HUIS CLOS,Jacqueline Audry , 1954,France,https://images.mubicdn.net/images/film/36713/cache-62586-1445926563/image-w1280.jpg?size=400x,"Un groupe de damnes arrive aux portes de l'Enfer: un hotel desuet. Trois d'entre eux sont enfermes dans un meme salon. La haine les divise: Pour l'Eternite, l'Enfer psychologique."
522,CORONATION STREET,Derek Bennett & 54 de plus, 1960,Royaume-Uni,https://images.mubicdn.net/images/film/190973/cache-291374-1513462148/image-w1280.jpg?size=400x,"Life for the residents of a street in Weatherfield, a fictional area of Manchester."
523,LA CHAMBRE INDISCRETE,Bryan Forbes , 1962,Royaume-Uni,https://images.mubicdn.net/images/film/6173/cache-11070-1551893753/image-w1280.jpg?size=400x,"Jane, a young French woman, pregnant and unmarried, takes a room in a seedy London boarding house, inhabited by an assortment of misfits. She considers getting an abortion, but is unhappy with this solution, and starts a relationship with Toby, a struggling young writer who lives on the first floor."
524,LOVE,Ken Russell , 1969,Royaume-Uni,https://images.mubicdn.net/images/film/11961/cache-11910-1706713287/image-w1280.jpg?size=400x,"The battle of the sexes and relationships among the elite of Britain's industrial Midlands in the 1920s. Gerald  and Rupert  are best friends who fall in love with a pair of sisters Gudrun, a sculptress and Ursula, a schoolteacher. Rupert marries Ursula, Gerald begins a love affair with Gudrun."
525,JUST THE TWO OF US,Barbara Peeters , 1970,Etats-Unis,https://images.mubicdn.net/images/film/73005/cache-125832-1451878493/image-w1280.jpg?size=400x,"In this classic lesbian sexploitation flick, married neighbors Adria and Denise plunge into a secret affair. But when hot young actor Jim turns Adria's fickle head, Denise becomes desperate to recapture her illicit love."
526,BUTTERFLY,Yan Yan Mak , 2004,Hong Kong,https://images.mubicdn.net/images/film/87075/cache-39230-1445902997/image-w1280.jpg?size=400x,Flavia is a thirtysomething married teacher. She has suppressed the memory of her adolescent lesbian fling and is stuck in a stifling marriage. A chance encounter in a supermarket reawakens dormant feelings and she begins to think back on her teenage affair.
527,MANJI,Hiroto Yokoyama , 1983,Japon,https://images.mubicdn.net/images/film/203611/cache-330512-1596006476/image-w1280.jpg?size=400x,A married kleptomaniac (Sonoko) and a younger woman (Mitsuko) begin an unusual love affair which develops fast into a kinky sexual love triangle when Sonoko's husband gets involved.
528,THE RUFFIAN,Daniel Tinayre , 1961,Argentine,https://images.mubicdn.net/images/film/178639/cache-246132-1698753794/image-w1280.jpg?size=400x,An amnesiac carnival psychic is haunted by the thought that a man is coming to kill her.
529,CHASING THE MOON,Dawn Suggs , 1991,Etats-Unis,https://images.mubicdn.net/images/film/302696/cache-668764-1619038170/image-w1280.jpg?size=400x,The meditations of a Black lesbian grappling with the memory of an attack that makes her wary about being out on the street.
530,A PRAYER BEFORE BIRTH,Jacqui Duckworth , 1991,Royaume-Uni,https://images.mubicdn.net/images/film/187265/cache-280039-1510774069/image-w1280.jpg?size=400x,"Chronicles with disturbing intensity, the physical and emotional traumas of a young woman's journey from able-bodied exuberance to the acceptance of disability."
531,AN INVITATION TO MARILYN C,Jacqui Duckworth , 1983,Royaume-Uni,https://images.mubicdn.net/images/film/187264/cache-280038-1510773271/image-w1280.jpg?size=400x,A short film by Jacqui Duckworth where she actively challenges male supremacy in the porn and film industries with clues for sweet dyke revenge.
532,A SHORT FILM ABOUT US,Ramses Underhill-Smith , 1996,Royaume-Uni,https://images.mubicdn.net/images/film/237646/cache-442480-1559907453/image-w1280.jpg?size=400x,An honest exploration of how cultural identity affects the way you feel about being a lesbian.
533,LE CHANT DES MARIEES,Karin Albou , 2008,Tunisie,https://images.mubicdn.net/images/film/35165/cache-25087-1445881640/image-w1280.jpg?size=400x,The Nazi occupation of Tunisia strains the bonds of friendship between a Muslim woman and a Sephardic Jewess who are both preparing for their marriages.
534,AMOR MALDITO,Adelia Sampaio , 1984,Bresil,https://images.mubicdn.net/images/film/238717/cache-446745-1561143863/image-w1280.jpg?size=400x,"Two young women with different social backgrounds have a lesbian relationship. The real problems begin when one of them also gets involved with a man, a journalist."
535,GLADIATOR EROTICVS: THE LESBIAN WARRIORS,John Bacchus , 2001,Etats-Unis,https://images.mubicdn.net/images/film/112705/cache-88776-1497834737/image-w1280.jpg?size=400x,"It's metal striking metal and flesh caressing flesh as Gladiator Eroticvs brings down the Coliseum with an undefeatable combination of gasping imperial desires, uninhibited female lust and toga-tearing ecstasy."
536,MISTRESS FRANKENSTEIN,John Bacchus , 2000,Etats-Unis,https://images.mubicdn.net/images/film/320034/cache-719729-1633368708/image-w1280.jpg?size=400x,"Dr. Victor Frankenstein neglects the sexual needs of his frigid and frustrated wife Helena. After Helena gets killed in a horse riding accident, Victor decides to bring her back to life."
537,DR. JEKYLL & MISTRESS HYDE,Tony Marsiglia , 2003,Etats-Unis,https://images.mubicdn.net/images/film/317041/cache-710966-1630862510/image-w1280.jpg?size=400x,Dr. Jackie Stevenson is a Los Angeles based therapist and scientist who tries to invent a serum to separate the pure from the lustful side of the female psychosis.
538,LET'S LOVE HONG KONG,Ching Yau , 2002,Hong Kong,https://images.mubicdn.net/images/film/60134/cache-311391-1518395328/image-w1280.jpg?size=400x,"Zero, who, like many Hong Kong youngsters, has a handful of unsteady jobs. She takes a fancy to Chan Kwok Chan, whom she stalks. Chan in turn, has a job donning exotic costumes as a cyber papel doll for a porn website and a sex-worker lover who has a son and a separate husband on the mainland."
539,VACATION BLUES,Subrata Sen , 2003,Inde,https://images.mubicdn.net/images/film/82296/cache-441232-1559540957/image-w1280.jpg?size=400x,A holiday resort serves as a sanctuary for a motley crew of vacationers -- until a rock band (the real-life Bangla rockers of Cactus) shows up from Kolkata to film a music video and disrupt the peace.
